timestamp,latitude,longitude,altitude,heading,aircraft_id
2024-01-01 12:00:00.000,40.7829,-73.953536252036,150.0,359.52360982254305,PATROL01
2024-01-01 12:00:03.600,40.783013108345294,-73.95353719250573,150.50360891440278,358.5709418522725,PATROL01
2024-01-01 12:00:07.200,40.78312619875781,-73.95354001376583,151.00689846250057,357.618610817658,PATROL01
2024-01-01 12:00:10.800,40.78323925330762,-73.95354471536899,151.5095494805163,356.6668405730365,PATROL01
2024-01-01 12:00:14.400,40.78335225407047,-73.9535512965698,152.01124320960017,355.71585382882614,PATROL01
2024-01-01 12:00:18.000,40.78346518313064,-73.95355975632484,152.51166149797223,354.7658716979699,PATROL01
2024-01-01 12:00:21.600,40.783578022583775,-73.95357009329285,153.01048700268026,353.8171132666684,PATROL01
2024-01-01 12:00:25.200,40.78369075453973,-73.95358230583496,153.50740339084427,352.86979511034764,PATROL01
2024-01-01 12:00:28.800,40.7838033611254,-73.95359639201494,154.00209554026088,351.9241309775867,PATROL01
2024-01-01 12:00:32.400,40.78391582448757,-73.95361234959948,154.49424973923965,350.9803312429295,PATROL01
2024-01-01 12:00:36.000,40.78402812679571,-73.9536301760586,154.98355388554504,350.038602640092,PATROL01
2024-01-01 12:00:39.600,40.78414025024484,-73.95364986856598,155.46969768431785,349.0991478000661,PATROL01
2024-01-01 12:00:43.200,40.784252177058335,-73.95367142399948,155.9523728448502,348.1621649452294,PATROL01
2024-01-01 12:00:46.800,40.78436388949074,-73.9536948389416,156.4312732760899,347.2278475349608,PATROL01
2024-01-01 12:00:50.400,40.784475369830595,-73.95372010967999,156.90609528074964,346.29638391588287,PATROL01
2024-01-01 12:00:54.000,40.78458660040324,-73.95374723220813,157.37653774789828,345.36795710194303,PATROL01
2024-01-01 12:00:57.600,40.784697563573594,-73.95377620222585,157.84230234391194,344.4427444275749,PATROL01
2024-01-01 12:01:01.200,40.784808241749005,-73.95380701514011,158.30309370166398,343.52091734830356,PATROL01
2024-01-01 12:01:04.800,40.784918617381976,-73.95383966606566,158.75861960783354,342.6026411771185,PATROL01
2024-01-01 12:01:08.400,40.78502867297299,-73.95387414982586,159.20859118821426,341.68807492199886,PATROL01
2024-01-01 12:01:12.000,40.785138391073275,-73.9539104609535,159.6527230909054,340.77737109832265,PATROL01
2024-01-01 12:01:15.600,40.78524775428755,-73.95394859369158,160.0907336672692,339.8706755401163,PATROL01
2024-01-01 12:01:19.200,40.78535674527682,-73.95398854199438,160.52234515054002,338.9681273449708,PATROL01
2024-01-01 12:01:22.800,40.785465346761086,-73.95403029952826,160.94728383197156,338.0698586768475,PATROL01
2024-01-01 12:01:26.400,40.78557354152212,-73.9540738596728,161.36528023441076,337.17599480292984,PATROL01
2024-01-01 12:01:30.000,40.78568131240616,-73.95411921552173,161.77606928318804,336.28665391007047,PATROL01
2024-01-01 12:01:33.600,40.785788642326665,-73.9541663598841,162.17939047421612,335.4019471574122,PATROL01
2024-01-01 12:01:37.200,40.785895514267,-73.95421528528541,162.57498803918986,334.52197863985754,PATROL01
2024-01-01 12:01:40.800,40.78600191128312,-73.95426598396878,162.96261110778312,333.64684538154916,PATROL01
2024-01-01 12:01:44.400,40.78610781650632,-73.95431844789617,163.34201386673965,332.7766373668464,PATROL01
2024-01-01 12:01:48.000,40.786213213145835,-73.95437266874968,163.71295571575683,331.9114376001675,PATROL01
2024-01-01 12:01:51.600,40.78631808449154,-73.95442863793286,164.07520142006356,331.05132214564077,PATROL01
2024-01-01 12:01:55.200,40.7864224139166,-73.95448634657207,164.4285212595958,330.1963602108603,PATROL01
2024-01-01 12:01:58.800,40.786526184880074,-73.9545457855179,164.77269117467475,329.34661428157574,PATROL01
2024-01-01 12:02:02.400,40.7866293809296,-73.95460694534655,165.1074929080954,328.5021401505677,PATROL01
